Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,33.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,1,"Apr 23 - May 5, 2020",23-04-2020,05-05-2020,31
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36.2
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.7
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.5
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.1
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,17.6
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,12.2
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,9.1
Symptoms of Depressive Disorder,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.3
Symptoms of Depressive Disorder,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,19.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.1
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.3
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.5
Symptoms of Depressive Disorder,By State,California,California,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.8
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,23.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,21.5
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,23.3
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30.3
Symptoms of Depressive Disorder,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.8
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.6
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,16.8
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,17
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.2
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,19.9
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,18.1
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,16.7
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.6
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30
Symptoms of Depressive Disorder,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,17.1
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.6
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,18.9
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,23.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,18.4
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,35.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.1
Symptoms of Depressive Disorder,By State,Montana,Montana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.8
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,21.6
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.2
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,23.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.4
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29
Symptoms of Depressive Disorder,By State,New York,New York,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.2
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.2
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.4
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.7
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,17.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,23
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.8
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.5
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,21.7
Symptoms of Depressive Disorder,By State,Texas,Texas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.7
Symptoms of Depressive Disorder,By State,Utah,Utah,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.6
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.8
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.6
Symptoms of Depressive Disorder,By State,Washington,Washington,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.8
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.9
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,18.6
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,42
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.3
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.9
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.3
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,16.4
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,11
Symptoms of Anxiety Disorder,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.7
Symptoms of Anxiety Disorder,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.3
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,38.9
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.2
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.4
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.2
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.1
Symptoms of Anxiety Disorder,By State,California,California,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.4
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.1
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.9
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36.2
Symptoms of Anxiety Disorder,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.6
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,35.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.5
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,20.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.1
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.6
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.6
Symptoms of Anxiety Disorder,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,28.9
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30.1
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,28.7
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.9
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,38.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,37.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,24.9
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.6
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30.4
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30.2
Symptoms of Anxiety Disorder,By State,New York,New York,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.9
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.4
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.2
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.2
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,28.4
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.9
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.9
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.1
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.6
Symptoms of Anxiety Disorder,By State,Texas,Texas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,32.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.8
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.8
Symptoms of Anxiety Disorder,By State,Washington,Washington,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,28.5
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.6
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.6
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,22.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,47.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,25.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,19.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,13.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,32
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,45.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,36
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,29.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,26.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,28
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,42.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,34.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,31
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",07-05-2020,12-05-2020,33.4
